nouns,label
우측 골반 부 치골 골절 현재 물리치료,10
목 디스크 불안 증,10
아이 담,21
척추측만증 래서 떄,11
압박 골절 재활 훈련,10
발목 전기 통한 찌릿 통증,10
임파선 관자놀이 목 어깨 통증,5
허리 통증 심해,11
요추 번 압박 골절,11
대퇴골 무혈 괴사,17
손가락 통증 화끈 거림,10
허리,11
뒤꿈치 아킬레스건 연결 부위 부식,17
뇌졸증 진행 관정 문의,10
디스크,11
허벅지 위쪽 부분 통증,10
슬개골 골연화증,17
디스크 치료,11
디스크 수술 질문 드립 디,11
온몸 근육,9
팔꿈치 탈구 골절 재활,10
뇌경색 경직,5
허리 통증,11
정상 다시,5
목 디스크 수술 손발 저림 손발 마비 오구,11
척추측만증,11
손가락 사이 근육,10
오른쪽 엉치뼈 허벅지 통증,17
왼쪽 팔꿈치 관절,17
무릎 반월 연골 손상,17
무릎 통증,17
무릎 파열 데,17
척추 질환,11
마취 가능 여부,12
교통사고 뇌출혈 문의,11
추간판 탈출 증 재 조언,11
척추 전방 위증 관,11
근육 위축 루게릭병 환자,5
부모님 무릎,17
어깨 팔이,17
헬스 허리,11
허리,11
무릎,17
협착증,11
건강검진 결과,19
날개 뼈 주변 통증 질문,11
목뼈 한쪽 현상 하반신 마비,11
관절 골절 방치 합병증 종류,17
퇴 행성 관절 문의,17
등 위쪽,11
다리 쥐,21
허리 통증,11
상완골 골절 핀 제거,17
왼쪽 상완골 골절 수술 핀 제거,17
왼쪽 무릎 부위 후방 인대,17
림프절 이상,16
퇴 행성 관절 치료 약과,17
척추 질환,11
연골 손상 마취,17
손가락 마디 시작,17
허벅지 근육통 생기,17
어깨부상,17
내과 임파선 해,16
무릎 통증 외,17
허리 통증 심해,11
추나 요법,21
척추 과 교정,10
무릎 과 어깨 관절 이상,17
손 저리 쥐 남,21
어깨,17
목 디스크 허리 디스크,11
하반신마비 초기 증상,11
가슴 근육,21
아침 허리 통증,11
아침 허리 통증,11
아침 허리 통증,11
아침 허리 통증,11
관절 인대 근육,17
과 다한 운동 간수치 상승,3
허리 디스크 잠복 기간,11
서혜부 근육 통증,23
브라 끈 자리 척추 통증,11
머릴,11
흉골 관절 대한,15
다리 한쪽 부어 부종,25
척추 교정,10
증상 재활 의학과 치료 수 통증 치료,10
팔 팔꿈치 인대 치료,17
팔꿈치 인대,17
재활 의학 뇌경색 치료,10
무릎 종아리 발목 증상,10
허리 디스크,11
무릎 위쪽 근육,17
아기 머리 벽,11
머리 코피 것 상담,11
허리 다리 통증,11
디스크 수술 후유증,10
척추측만증 보조 착용,10
요추 염좌 상담,11
오른쪽 다리 저림,17
어머니 무릎관절,17
추간판탈출증 증상,11
림프 부종 상담 결과 임파선 염 줄 림프 부종 심,16
무릎 걸,17
허리 디스크,11
추간판탈출증 관,11
외과 진료 결과 임파선 염,16
골절 전도 검사,10
엄지 발가락 전기,17
안면 마비 머리 두통 어지럼증 손발 저림,5
엘 로스 로스 증후군 인지,9
엘러스 로스 증후군,9
손목,17
등뒤 어깨 쭉 밑,11
다발 화증,5
좌측 슬 관절 외측 반월 연골 판 파열,17
골절,17
반월 연골 판 손상,17
무릎 통증,17
왼쪽 팔다리 힘,5
볼거리,6
허리 디스크 말기증상,11
쇄골 골절 주차,17
척추 디스크 수술 관리 관,11
요추 뼈 번 미세 골절,11
엉덩이,17
무릎,17
무릎 오금,17
목 몽 우리,6
십견 증상,17
목 어깨 사이 통증,11
타박상,17
허리 염좌,11
뇌진탕,11
오른쪽 엉덩이,17
어깨 통증 수술 수술,17
오른쪽 골반 허벅지 뼈,17
통풍,9
얼마 말,7
흉부 종인 손상,15
출산 이상,22
좌측 쇄골 골절,17
류마티스 환자 건강 미래 대한 궁금증,9
가운데 손가락 관절,17
허리 디스크 수술 다시 저림 현상,10
대퇴부 통증 넙적다리 근육 감각 저하,10
어깨 신경 눌림 염증 목등,17
발목 힘,10
발목 힘,10
목 뼈 휘,11
어깨 통증,17
척추 디스크 수술 허리 통증 족 다리 종아리 부분 쥐 남,21
발목 인대,17
발가락 형태,17
무릎 쪽 부분 통증,17
척추 디스크 수술 개월 오른쪽 다리 수술 부위,10
촬영 머리 물이 대요,11
전방 십자 인대 손상,17
관절 강 활액낭내 소량 증가 관절 액,17
임파선 비대,16
손목 저림 현상,10
허리,11
일자 목 판정 점,21
아기 머리,11
허리 엉덩이 통증,11
뇌 물이,11
쇄골 통증,17
팔 골절,17
검지 손가락 뼈,17
손가락 마디,17
뇌졸증,5
슬개골 탈구,17
다리 마비 쥐 비명,21
어깨 통증,17
오른쪽 허리 뒤편 약간 아래쪽 뼈 시작 곳 자주,11
뇌경색 발병,5
척추 신경 손상 질문,11
경추 손상 재활 치료,10
왼쪽 무릎,17
전도 검사 전도 검사 정상 치,10
박목 종 후방 손상 통증,17
근육 근육,10
허리 통증 답변 부탁,11
종아리 이상 증상,17
구토 증상 머리 혹도,11
어깨,17
허벅지 안쪽 근육 감각,10
개월전 왼쪾 어께,17
무릎 통증,17
선천성 사경,5
왼쪽 무릎 시리,17
약 주전 왼쪽 머리 머리 린현 짐,11
퇴 행성 관절염,17
테니스 중 머리 불 데인 처럼,17
왼쪽 무릎 반월 연골 판 제거 상태,17
오목 가슴 교정 척추측만증,11
두통,5
다리 길이 차이 척추측만증,10
무릅 자인 전후 좌측 슬 관절,17
중풍 부부 생활 관,10
오른쪽 뇌,5
다리 저리 무릎,17
어지러움 증 근육 약화 근육 튕김,10
어깨 통증,17
다리 통증,17
자가면역질환 과로 가나,9
오른쪽 사타구니 안쪽 통증,23
현재 척추측만증,11
팔이 특정 위치,17
척추측만증,11
차 사고 목 디스크,21
좌견갑 관절 불안 정성 탈골,17
신경,5
오른쪽 골반 통증 대하,17
발 뒤꿈치 몹시,17
척추 전방 위증 판단,11
척추 분리 증 척추 이분 증,11
일과 뇌 혈 발작 두통,5
무릎,17
척추 분리 증,11
무릎 통증,17
목 디스크,11
디스크 수술 계속 통증,11
왼쪽 손목 안쪽 듭니,17
유산 오른 다리 늘,22
회전 개 퍼센트 파열,17
머리 충격 후유증,11
화상 다리 팔 근육 듯,10
허리 디스크 내장 증,11
성적 허리,11
팔이,17
어늘,5
발목 복숭아 뼈 밑 부분,17
무릎 십자 인대,17
허리,11
전방 십자 인대,17
어깨,17
복합 부위 통증 증후군,12
오른쪽 골반 다리 저림,11
골프 보 염증,17
어깨,17
좌측 골반 부위 통증,17
출산 무릎,17
치 돌기 분리 여기,11
어 꿈찌 통증,17
무릎관절 강직 활액막 제거,17
의자 골반 통증,17
팔 저림 현상,17
우측 팔꿈치 어깨 바로 밑 골절 핀 고정 수술 읍,17
허리 디스크,11
주파 치료 이상 증상,10
협심증,20
허리 통증 치료 와중,11
빙판 팔꿈치 통증,17
목 어깨 통증,21
루게릭,5
팽윤성 디스크 핵 탈출 증,11
집사람 출산 무릎 저림 증상 소리,17
목 주위 담,21
뿌리 병증 허리 척추뼈 추간판 장애 추간판 탈출,11
허리,11
무릎 십자 인대 파열 연골 손상,17
무릎 물 증상,17
일자 목 증상 허리 통증,11
왼쪽 목 어깨 아래 통증,11
복합 부위 통증 증후군 대하,12
시술 관,12
다발 성경 화증 걱정,5
무릎 물 물이,17
허리 통증,11
마라톤 종아리 통증,17
척수염,11
독감 주사 근육통,2
척추 전만 증,11
투여 원인 오른쪽 흉근,16
무릎 연골 판이 수술,17
엉덩이,17
무릎,17
척추측만증 자연,22
어꺠 통증,17
다발 화증 신종 예방접종,5
연골 판 제거 술후 통증,17
연골 판 제거 술 후의 통증,17
척추 접합 술 제거 후유증,10
발 꿈치 통증,17
류마티스 인자,9
무릎,17
왼쪽 손 잠시 힘 현상,10
때 정수리 부근 머리 진동 울림 현상,5
목 근육 가슴 아래 의 통증,12
무릎 성골 연골 염 우슥관슬,17
허리 디스크 수술 허리 근육 신경 눌리 현상,11
전완 통증,10
어깨 충돌 증후군 수술 원상회복,17
걸 무릎 소리,17
등쪽 날개 뼈 곳 통증,11
꼬리뼈 인대 네이버 지식인 사람,11
무릎 뼈 부상,17
무릎 물이 계속 여부,17
팔 관절 부분 답변,17
전방 자인 연골 판 수술 개월 후의 통증,17
허벅지 뒷쪽 몹시,17
엉덩이 골반 저리,17
척추 증인,11
손상,17
무릎 상담,17
부외 두통,11
전방 자인 완전 파열 수술 방법 대하,17
팔꿈치 계속 통증,10
무릎 다리 힘 쫙,17
손 저리 손가락 마디 부어,9
발목 대손 기간 고생,17
교통사고 주 의식,11
대퇴골 위부 양성종 수술,17
뇌 좌상 향후 치료 방법 관,17
뇌 이상 징후,5
뇌수술 개월 향 경련 복용 중단,11
옆구리 오른쪽 통증 권투 선수 클린치 곳,15
뇌 주막 수술 증상,11
전신 경련 일어나고 잠 수가,5
허리 통증,11
팔 근육 간 적 저림,10
등 과 오른쪽 갈비뼈 부근 통증,15
팔뚝 어깨 팔꿈치 사이 움질 일 수 상태 대칭,17
성적 무릎 통증 담당 전문의,21
근육 관,5
목 땅 기고 혈관 땅,11
온몸 근육통 관절염 근육,5
날 목 통증 발생,11
오른쪽 무릅 전방 십자 대부분 손상 판정,17
다발 화증 상담,5
루게릭병 초기 증세,5
허리 글,11
무릎관절,17
왼쪽 부위 전체 저림 현상,5
헬스후 오른쪽 무릎관절 통증,17
어깨 쥐 감각,21
허리 관절 번 번 통증 골반,11
어깨 병변 수술,17
어깨 병변 수술,17
오른쪽 등 젠 등 전체,11
오른쪽 무릎 뼈 골절 술후 염증 발생,17
어머님 음식물,5
저녁 목,6
팔이 수,14
왼쪽 가슴 왼쪽 등쪽 통증,20
등 통증 등,11
무릎 통증,17
골반 허벅지 소리 가나,17
후방 자인 치료 재활 대하,10
왼쪽 무릎 슬개골탈구 번,17
무릎 뒤쪽 운동 찌릿하,17
우측 릅을삐었슴 니 약 개월,17
오른 무릎 인 대쪽,17
허벅지 안쪽 근육 파열 손상,17
인공 관절 수술,17
거북목,21
목 급 상담,21
겨드랑이 팔꿈치 사이 안쪽 멍울,16
골프 어 통증 상담,17
무릎 피 차고 수가,17
윗몸일으키기 허리 통증,11
뇌 지주막하출혈,11
아이 머리,11
척추 등 육십 각도 생활 심,11
팔이 마비,21
일전 등 오른쪽 욱씬거리 고개 통증,11
오른쪽 골반 옆구리 진료 과 진료,15
다리 소리,17
특정 손가락 근육 통증,17
관절 부위 무릎 인대 부분 활동,17
좌측 견 관절 낭염 증,17
우측 슬 관절 후방 십자 인대 파열,17
목 고개 손 온몸 저리,11
관절 통증 고생,17
인대 꼭좀,17
무릎 자인,17
종아리 저림,17
허리 배 통증 자궁 왜,11
양쪽 무릎 통증 힘 쭉 기분 듭니,17
생리 물리치료,10
어 통증 무심 염증 고함,17
손가락 입술 마비 감 외과,5
다발 화증 환자,5
진단 만성 활액낭염 증상 슬 관절 부종,17
걸 오른발 발가락,17
무릎 십자 인대 측 부인 파열,17
쇄골 뼈 아래 부분 뼈,17
손가락뼈 금 깁스 주,17
살 뇌경색 판정,5
왼쪽 무릎관절 통증,17
디스크 수술 통증,11
전방 십자 인대 수술 감염 볼,17
척추 전방 위증 치료 의뢰,11
뇌손상,11
교통사고 팔다리 근육,21
등 통증 어깨 통증,21
운동 왼쪽 무릎 골반 조금 오른쪽 힘,10
피 검사 류마티스 양성 반응,9
저림 수면 식은땀,5
대퇴부 골절 재활 기간,10
오른쪽 다리 일주일 통해 열흘 무릎 뒤쪽 통증,17
머리 손,5
무릎 왼쪽,17
허리,11
디스크 허벅지 앞 통증,11
추벽 절제 술,17
뇌졸중 문의,5
무릎부상 양 슬개골 골연화증,17
과음 관절 통증,9
전방 십자 인대 재건 술 무릎 상태,17
저희 아버지 뇌졸중 의심,5
몸살 기운 좌측 통증 저림,5
허리 통증 땐 움직,11
오른쪽 목 뒤쪽,11
쭈구리 종아리,17
무릎관절,17
무릎 수술,17
다발 화증 환자,5
무릅 안쪽 부분 뼈 무릅 탈골 증상,17
무릎 발목 저리 하체 힘,17
골 목,21
뇌경색 외,5
척추측만증 가랑이 뼈쪽 병원 가야,11
무릎 전방 십자 인대 파열 사진 판독,5
증상 통풍,9
년전 허리 등 잠,11
무릎 원장 상황,17
관절 내시경 수술 수술,17
무릎 병원 진단 달라 판독,17
양쪽 다리 저림,10
근육 저림 현상 기운,10
활액막염 향후 치료 방법 권위 병원 선생님 궁,17
판독 부탁 내 반월 파열 물이,17
뇌경색 다발 화증 대하,5
번 추간판탈출증 레이저 수술 사람,11
손가락 대가 손가락 이안,17
내 반월 연골 파열 진단 무릎 조금 물이,17
다리 힘 하나 계단 힘 이듭 니,10
교통사고 외상 무릎 관절염,21
오른쪽 목 아래쪽 통증,12
허리 촬영,11
근육통 건강 보조 식품,21
목 디스크 퇴 행성 수술,11
무릎 밑 워 힘,17
왼쪽 새끼손가락 약손가락 저림 통증,17
입안 살이 함,6
척추 탈수 합병증,11
스쿠터 어깨 통증,17
오른쪽 무릎 연골 전방 인대,17
축구 무릅 뒤쪽,17
인대 소리,17
머리 몸,11
왼손 중지 손가락,17
아버지 허리 삐끗 셧 디스크,11
어깨 통증 목 아픔 두통,17
요추 추간판탈출증 주파 시술 증상 악화,11
손 다리 경련 마비 증상,5
목 오른쪽 어깨 통증,11
추간판탈출증 도움 운동 관리,10
슬개골 연골 연 증 완치,17
두통 안구 통 어깨 및목 통증 침 장애,5
허리 통증 글,11
무릎 통증 심해,11
목 증상 질문,10
무릎,17
허리 통증,11
관절 걸음걸이,17
손목 통증,17
슬 관절 내 측부 인대 부분 파열,17
오른쪽 어깨 휘었어,17
양쪽 다리 무릎 아래쪽 찌 리릭 저림 증세,11
손가락,17
목 근육 부분 디스크 가능성 통증 완화 방법 알,11
다리,17
허리 통증,11
뇌졸중,5
겨드랑이 듯 유방암 염려,22
원판 반월성 연골 수술 문의,17
팔다리 저리,5
임파선,16
관절 힘줄 부위 통증,9
다리,17
연골 판 대하,17
머리 기억,11
무릅 관절,17
뇌졸증,5
목 디스크,11
발뒤꿈치,17
관절염,17
종인 증,11
가슴 통증,20
관 절경 절골 술,17
교통사고 안면 부분 마비,6
원장 추가 하나 경차 단술,12
모친 무릎,17
후방 십자 인대 완전 파열,17
신경 차단 술 난뒤,12
좌측 발목 관절 거골 부위 골 연골 골절,17
등 가운데 부분,11
좌측 뒤쪽 갈비뼈 부근,15
등 욱 오른쪽 허리 명치 끝,3
어꺠 공부 듯 통증,17
저희 어머니,5
혼수상태 일시 정신 착란 증세 정상,5
어깨 통증 시작,17
왼쪽 아랫입술 일시 마비 증상,5
어깨 목 머리,21
왼쪽 옆구리 통증,15
류마티스 질환,9
목 디스크 진단 성형 술,12
교통사고 허리 목 어깨 통증 이사고 당시 일시 정신,21
다리 저림 다리 힘 풀림,10
어깨 통증,17
가슴 등 통증,20
무릎,17
척추관 협착증,11
어깨 외 뼈 통증,17
손가락 저림,17
뇌졸증 증상,5
손목 손 마디 전체 통증,17
류머티스 관절염 소견,9
디스크 증상,11
목 디스크 진단 평생,11
무릅 통증,17
목 좌우 상하 척추 근처 등 근육,21
머리 개,11
정신 머리 외상 충격,11
류마티스 관절 외 증상,9
류마티스 관절염 소견,9
뇌졸증 바로 사망 손 시간,5
척추관 협착증 증상 대하,11
왼쪽 손가락 휘,17
상실,11
류마티스 관절염 정형외과 가도,9
등 통증,11
손 무지 저리,17
양쪽 감각 이상 저림 증상,5
몸 류마티스 요,9
류마티스 관절염 걱정,9
증상 류마티스,9
류마티스,9
다리 경골,10
목 옆 근육 게 편도선,6
무릎 뒷쪽,17
퇴 행성 관절염,17
어깨,17
근육 퉁퉁 튕기거 부르르,10
엉덩이 통증 이상,17
추간판탈출증 수술 여부,11
루게릭병 검사,5
류마티스 양성 반응,9
요통 혈변,3
통풍 아버지,9
외상 관절 문의,17
퇴 행성 관절염,17
무릎 연골 제거 수술,17
증상 보고 뇌졸증 판단 수,5
당뇨병,19
만성 두통 뇌졸중 발전 가능성,5
머리 한번,5
등쪽 통증,11
골반,17
오른쪽 십자 인대 파열 수술 무릎 소리,17
흡연 뇌졸중,5
갈비뼈,15
근육통 증세 호전,21
목 어깨 부분 통증,5
무릎 연골 수술 정상,17
팔 다리,5
감기 팔로,10
뇌수술,5
류마티스 관절염,9
손상 관절 범위,10
비골 신경 불완전 마비,10
허리,11
디스크 가능성,11
목 뇌졸중,5
뇌졸중 뇌신경,5
중풍 척추 좌우 근육 근력 차이,5
무릎 연골 수술 신경 눌림,10
류마티스 관절염 약,9
뇌졸증 초기 증상,5
뇌졸중,5
무릎관절 통증 대하,17
류마티스 증상 입,9
루게릭병,5
디스크 내장 증 섬 유륜 파열,11
갈비뼈,15
교통사고 척추 분리 증 병명 발견 함,11
루게릭병,5
디스크,11
왼쪽 다리 근육 하나,10
무릎 뒤쪽 댕기 면서 설때 약간,17
