symptom,class
얼굴근육이흘러내리는느낌이들어요,REHM
에어컨이 틀어져있지않는 버스를 탔을때 갑자기 멀미,NR
독서나 공부를 2시간 이상하면 두통,NR
뒷목 통증으로 인해 두통이 동반된걸까요? ,NR
머리가 무거워요,NR
뇌졸중 의심이갑니다..,NR
걸음걸이가 한쪽으로 치우침,NR
커피 마시면 어지럽던데 커피 그만 마셔야 될까요?,PSY
걷다가 갑자기 머리가 뒷머리가 찌릿찌릿 하더니 쉬고싶단생각이 들더라고요 ,NR
긴장 했을때 입꼬리나 볼 부분이 이상하게 떨리는데 원래 이럴 수 있나요?,NR
다리.엉덩이.팔에 저림과 마비증상이 자주느껴집니다.,NR
머리가  찌끈거리면서  아프고   가끔씩은   의식을  잃기도해요    ,NR
머리가너무따가움,NR
따뜻한 음료를  마시는데 얼굴 감각이 이상한걸 느껴구요 오후에 보니깐 왼쪽 얼굴에 마비증세가 있었습니다,NR
왼쪽 귀부근,ENT
가끔 머리가 쪼여드는느낌.어지럼증이오고 속이울렁거릴때가있읍니다,NR
혈관성 편두통이라면 약물치료나 다른 치료등 평상시 예방 할수 있는 방법은 없는지요.,NR
하루평균 수면시간이 너무작아서 그런지 매일 편두통이 심합니다,NR
몇일 계속야근에 잠을 못자 많이 피곤했는데 왼쪽얼굴에 마비가 살짝왔습니다 ,NR
오른쪽 뒷머리 부터  오른쪽  눈까지  아프고 머리는 어지러워서 움직임 부자연 스럽습니다,NR
아침에 일어날 때 어지럼이 많은데 몇가지 검사하면 이상이없다하네요.,NR
기절을 하게 되었습니다,NR
제 엄지 손가락이 떨립니다,NR
3주전 부터 왼쪽 머리가 땡김? 아퍼요.,NR
최근 1주일전부터 팔과다리에 힘이 없는 느낌?무거운 느낌?이 듭니다.,NR
근육 떨림이 있습니다... 불안합니다...,REHM
저린증상이 계속되는데 어떠한치료를 받아야하는건가요 ㅜ,NR
요새 삼주 간 머리가 자주 아파요 ,NR
왼쪽엄지손가락이 저절로 까딱까딱 움직여요,NR
평상시에 갑자기 눈앞이 엄청나게 흔들리고 어지러운데 왜 그런걸까요,NR
병원에 가봐야하는것인지 궁금하네요.,NR
최근들어 이따금씩 팔목부분과 허벅지 뒷부분에 근육이 꿈틀거리는 느낌이 있습니다 ,NR
피 검사 결과 빈혈은 아니라는데 현기증이 너무  자주 나요ㅠㅠ,NR
얼마전 술먹은뒤로 오른팔이 가끔 떨리고 배와 팔이 따끔거립니다.,NR
한달전부터 다리근육떨림이 멈추지 않습니다. ,NR
머리가 멍한 이유를 알고 싶어요.,NR
갑작스런 어지럼증과 눈 앞이 안보이던 증상에 대해 질문드립니다.,NR
최근 뒷목이 뻐근하고 몸이 자주 저리는 증상이 생겼는데왜 그럴까요??,NR
멍함과 몸떨림 그리고 피로감등이 나타납니다,NR
특정 부위 떨림 질문 드립니다,NR
자꾸 과호흡증상이 나옵니다.,PSY
어지러움증 관련하여 문의드립니다.,NR
수전증이있습니다 ,NR
항우울제와 신경안정제 복용중입니다,PSY
제가 목디스크직전이라는 판정과 일자목에다  456번이다눌려서터져나왔다는 결과를받았는데요,NS
머리가 뒷목까지 욱신거리면  고객를숙이지도 못할정도로  아프네요,NR
목욕탕에 가서 탕에 있다가 나오면 머리가 너무너무 어지러워요,NR
휴대폰이나 책이나 같은 자세로 5분이상 보면 뒷목이 뻐근하면서 머리에 두통이 와요.,NR
얼굴 근육이 경련이 자주 일어납니다,NR
이틀 전부터 미간 쪽에 피가 쏠리는 느낌이 일상 생활 중 수시로 느껴집니다. ,NR
최근  머리가 어지러운 증상이 있고요 식사후에 조금 더 느껴지네요 ,NR
33살에 뇌경색이온사람입니다종합비타민먹어도되나요?,NR
평소에 머리가 띵하고 두통이 자주잇고 운동하고오면 머리가 어지러워요 ,NR
최근 뒷 머리가 어지러운 증상이 발생하여 문의 드립니다 ,NR
혈관이 가는편이라  수액맞기가  어려운데 뇌혈관이나  심장으로가는 혈관도  가늘수있나요?,CA
오른쪽 눈 바로아래 살이 2,NR
꽤 오래 전부터 뒷목이 잘 뭉치거나 땡기면서 두통이 자주 생깁니다,KTM
3개월 전부터는 힘빠짐과 무기력함은 덜하는데 몸 전체적으로 떨림이 조금 느껴져요,NR
치매증상인가요?,PSY
한달전부터 다리근육떨림이 멈추지않습니다. ,NR
몇달째 매일 두통으로 고생중입니다 ,NR
졸다가 갑자기깨면 핑돌고 어지럽고 토할거같아요,NR
왼쪽 눈꺼풀이 계속 떨립니다 ,NR
만52세 여성으로 4명의 자녀출산후 1년전 폐경한 상태 입니다.,OBGY
몸떨림과 신경풀어진 느낌,NR
 흥분하면 머리가 심하게 아픕니다.,NR
떨림 상담 문의 드립니다,NR
위내시경결과에 대해서,GI
주기적으로 두통아 오면서 눈안쪽의 안압이 올라간듯 많이 아픕니다.,NR
물건을 들때 좌우로 움직이면 어지러운 느낌이 나는데 왜그러는지요? ,NR
단순히 스트레스증상인지 궁금합니다.,PSY
스트레스 받거나 잠을 설친 날에는 머리가 멍하고 살짝  어지럽고 눈에 힘이 풀리고 집중이 안되네요.,NR
아침에 화장실에 들어가는 순간 가슴이 너무 답답해져 어머니께 물을 달라고 하였는데 가지고 오실때쯤  제가 쓰러졌었습니다 ,NR
스트레스를 받으면 뒷통수쪽이 심한 틍증은 아닌데 뻣뻣한 느낌이 있어요 ,NR
어제부터 오른쪽 관자놀이가 찌릿찌릿 거리며 매우 아픕니다,NR
20세남성입니다. 한달전부터 다리 근육떨림이 멈추지않습니다.,REHM
스트레스를 많이 받아서 뒷목이 벗벗해지면 바로 할수있는 응급처치가 있나요?,KTM
안정시 고개를 미세하게 흔드시는게 관측되는데 파킨슨병일까요? 다른부위의 증상은 없습니다.,NR
어떤 행동을 취할 때마다 심하게 어지러운데 이유가 뭔가요?,NR
왼쪽 눈 밑이 떨리는 느낌이 있어요 ,NR
자는데 머리짓눌리는느낌 어지러움 이느껴져요,NR
왼쪽뒷통수가 뻐근하고 어지러움증이 있습니다 ,NR
30대인데 스트레스를 조금이라도 받거나 신경쓰는일이 있으면 뒷목이 뻣뻣해지는 느낌이 듭니다.,KTM
10살/남자미끄럼틀에서 떨어졌는데 입이 먼저 떨어졌다고합니다,NR
제가 두통이너무심해서 신경과에서 약을처방받았습니다,NR
제가 자주 머리가 어지러워요,NR
증상은 왼쪽 다리와 왼쪽 팔이 쩌립니다.,NR
안녕하세요 유방암 재발에 폐 전이 의심되는 횐자입니다 ,HEON
 뇌출혈 등 심각한 상황일 수 있는지요?,NS
손가락 끝에  부분이  감각이 무더졌어요  ,NR
3일동안 머리가 져려요,NR
아침에 학교를 가는데 갑자기 배에서 꾸르륵 소리가 많이 나더니 화장실을 가고싶은겁니다,NR
얼마전부터 오른쪽 눈 밑이 자꾸 떨리는데 어떻게 해야 나을까요?,NR
요즘들어서 오른쪽눈이 떨림이잦은데요 왜그런건가요  ,NR
앉았다 일어설 때 하체(다리)가 저림고 힘이빠짐,NR
가끔 아무이유없이 뒷목이 뻐근하면서 시야가 부분적으로 뿌얘지는대 그게 2시간정도 지속되고나서 시야가 다시 또렷해집니다.,NR
가끔씩 추운곳에있거나 평소에 목덜미살짝위쪽(뒷목)이 엄청 심하게 땡깁니다,NR
알츠하이머초기,NS
안정시 고개를 미세하게 흔드시는게 관측되는데 파킨슨병일까요? 다른부위의 증상은 없습니다!,NR
밤에 자고일어나도 낮에 미친듯이 졸려서 너무 심할땐 눈이 빠질것같이 아파서 낮잠을 30분 정도 자는데요.,NR
조현병이 있고 치료를 받은건 3년째구요,NS
오른쪽 아래 눈밑이 1주일 이상 떨림 증상이 계속 됩니다,NR
최근 두통이 심해 전반적인 직장,NR
창상에 의한 안면부 신경손상,NR
손떨림 증상이 종종 있는편인데 체력이 허약해서인지 커피를 너무 많이 마셔서인지 궁금합니다.,NR
 비염이나 코관련 질환이 원인인건가요? 아님 다른 질환일 수 있나요?,ENT
왼쪽눈밑이 어느 순간부터 심하게 떨리는데 통증은 없다고 하고 하루자고 조금 쉬니 괜찮아졌다가 다시 경미하게 떨리는데 뇌에 이상있는건가요? ,NR
이명 두통 안구떨림 어지러움 증세가있습니다 ,NR
두통때문에 문의합니다,NR
요몇일전부터 눕거나 일어날때면 핑돈다네요,NR
맥박이 50~75까지 굉장히 다양합니다,CA
너무피곤하고 일상생활중에도 졸린거같고눈을감으면  잠에빠지거나 기절할듯해요,NR
20세 남자입니다. 몇주동안 다리근육떨림이 멈추지않습니다,NR
허벅지 운동 얼마안됐는데 처음에는 허벅지근육이 거의없어서 진짜 아팠지요,REHM
어머니가 작년에 넘어지셔서 딱딱한 곳에 얼굴을 부딪쳐서 광대뼈 골절진단을 받았어요,PS
밥도 잘 먹고 잠도 잘 자는데 연필을 쥐고 있거나 물건을 쥐고 있으면 손이 떨려요,NR
미주신경성 실신이라고 해야할까요,NR
갑자기 앉았다일어날때나 누웠다 일어나면 아무 이유도 없이 막 어지러워지면서 눈 앞이 뿌얘져요 ,NR
걷는중 어지럼을한2-3분정도느끼고 지금은한십분정도지난후 맥박수가51로평상시보다10-20정도낮은데병원에가봐야할정도인지요.,NR
안정시 고개를 미세하게 흔드시는게 관측되는데 파킨슨병일까요?,NR
어제부터 머리가 아프네요,NR
안구떨림 이명 어지러움 두통이있습니다  ,NR
뇌경색 이라고합니다,NR
일년전부터  머리 윗쪽으로 두통이 심한데 이유를 모르겠습니다.,NR
요즘 머리가 일주일정도아파서 건강검진을 당겨서했는데 혈압이 엄청높게나와서요 ,NR
눈꺼풀 위가 가끔 경련? 떨립니다.,NR
두통이(자주) 있으며 목뒤쪽 왼쪽에서 머리뒷골로 연결되는 부분에서 따끔거리고 아픕니다.,NR
안정시 고개를 미세하게 흔드는것이 관측되는데 파킨슨병일까요? 다른부위의 흔듬은 없습니다.,NR
30대 후반이고 고혈압인 여성입니다,CA
잠을 자도 몸에 힘이 없는 느낌이며 피곤합니다. ,NR
이마 혈관이 갑자기 튀어나왔어요.,DERM
갑자기 식은땀이 온몸에 나고 숨도 잘 안쉬어지고 어지럽고 죽을 것 같았습니다. ,NR
머리 핏줄땡김현상,NR
한쪽근육만 계속 씰룩 꿈틀 경련해요..,NR
50대 초반 신경과 쪽으로 질문 드리고 싶어요,NR
편두통(뒷덜미가 직하게 통증이 있음 )이거나 입술이 떨리는 증상은 어떤 전조 증상인가요 ,NR
요즘들어 두통이 심해졌습니다. ,NR
최근 손떨림이 생겼고,NR
약을 먹고나니 손 조금 떨리고 심박수가 130정도되는데 약 먹지말아야할까요?,CA
머리가 어지러워요.,NR
뇌진탕에 관해 궁금한점 질문드립니다..,NR
요즘 머리가 아파요 ,NR
2주전부터 근육떨림이 멈추지 않습니다,NR
머리가 하루 종일 지끈거리고 어질 명치 가슴이 아파요..,NR
긴장성두통같이 머리에서 통증이 오는데 약을 먹어도 증상이 좋아지지 않는데 어떻하면 좋을까요 ?,NR
눈밑이 많이 떨려서 인터넷검색을 통해 마그네슘  복용을하고 있습니다,NR
심박수를 재봣더니 115~120이더라구요,CA
운전중 불안하고 머리끝이설정도로. 얼굴도긴장되고 눈도 침침해지고  합니다 평소 오전에 이런증상이  잘나타납니다,NR
팔굽혀펴기 운동시 두통으로 문의드립니다,NR
변을 보다가 졸도 할 번 했는데요,NR
스트레스와 손떠는것 관련이 있는지 궁금합니다 ,NR
운동하면서 뛸때 뇌가 움직이는 느낌이 들어요 ,NR
20세남성입니다. 가만히있다가 팔이 지혼자 팅 팅깁니다,NR
눈꺼풀이  떨리고 팔근육이  떨리고 다리가 경련이  나요,NR
요즘 누워있을땐 좀 괜찮은데 누워있다가 일어선다거나 일어서있다가 앉거나 걷거나 하면 머리가 어지럽고 아파요.,NR
긴장하면 뒷목이 뻣뻣해지다 못해 자세를 가누지 못할 정도로 경련이 옵니다,NR
미주신경성실신이후 어지럼증과 뒷골•이마부위 경직(조임현상),NR
뇌동맥혈관기형 아라는데..ㅠㅠ수술이 안되나 봐요?,NS
3년전부터  입술 부위가  떨립니다,NR
33살에뇌경색이와서 언어가잘되지않았습니다,NR
안면 마비를 걸리고 고친지 2달 반이 지나는데 안괜찮아져요,ENT
2주전 부터 왼쪽 눈꺼풀이 자꾸 떨립니다.,NR
오른쪽 뒷목과 머리통증이 계속옵니다. ,NR
자주 귀앞쪽이 두근거리고 귀도먹먹해지는거같고 뒷목도 뻣뻣해지는느낌을 받아요,NR
일주일전부터 근육이떨리고 손이조금씩 떨려서 병원을 갓습니다,NR
왼쪽귀뒷쪽 머리있는 부분,NR
수전증이 너무 심해서 걱정입니다,NR
요즘 근육이 굳는것같아요..도와주세요,NR
한 한달에서 두달에 한번정도 심한 편두통이 옵니다,NR
26세 아들이 편두통으로 2년정도 약을 먹고있습니다,NR
갑자기 힘이 없고 손이 저리고 발에 감각이 둔해짐 검사결과 말초신경 이상으로 나왔습니다,NR
왼쪽 목부위부터 머리 정수리 부위까지 뻣치듯이 통증이 있습니다,NR
눈밑이 떨려서 마그네슘을 복용했는데도 계속 떨리네요,NR
뒷골이 욱신윽신  아퍼서  타이레놀을 먹었는데 지금도 증상이 호전되지 않네요,NR
이 모든게 부정맥 때문인가요ㅠ?,CA
뒷통수 부위가 불편합니다,KTM
10일전부터..눈밑 떨리듯 팔.종아리.발목 아래부분등 계속 뛰고있어요,NR
왼쪽 이마에 핏줄이 가끔씩 생겼다가 사라지고 핏줄이 ...,NR
오른쪽 귀위쪽부분 두피감각이 마비된듯 저렸습니다 ,NR
몆일전부터 방광에 오줌차는게 잘안느껴집니다.,NR
상당히 여윈 상태로 허리아파 시술한지 2년정도 되었읍니다.,NR
눈밑이 떨려서 마그네슘을 복용했는데도 계속 떨려요,NR
가끔 운전중 현기증이 옵니다..,NR
뇌출혈 후 아리셉트정,NS
혈압에 관한 질문입니다.,CA
근육이 굳는것 같아요 도와주세요,NR
 제가 건강염려증이 아주 심한편입니다.,PSY
배게를 베기만하면 어느쪽이든 베는 머리쪽이 욱신거리면서 아픈건 왜그럴까요?,NR
오른쪽눈밑이자꾸떨림니다!이상신호인가요?,NR
갑자기 생긴 복시 두통,NR
오른쪽머리 뒷편이 찌릿찌릿 아파요 건들이거나 조금만 세게 움직여도 흔들리는것처럼 너무 아파요 ,NR
